ID,Protein name
2980,integral membrane transport protein
2981,glycosyl transferase
2982,glycosyl transferase
2983,glycosyl transferase
2984,hypothetical protein SCO2984
2985,hypothetical protein SCO2985
2986,hypothetical protein SCO2986
2987,regulatory protein
2988,UDP-glucose 4-epimerase
2989,hypothetical protein SCO2989
2990,hypothetical protein SCO2990
2991,hypothetical protein SCO2991
2992,acetyltransferase
2993,hypothetical protein SCO2993
2994,"TetR family transcriptional regulator, partial"
2995,ABC transporter
2996,ABC transporter ATP-binding protein
2997,transferase
2998,transferase
2999,hypothetical protein SCO2999
3000,phosphatase
3001,hypothetical protein SCO3001
3002,hypothetical protein SCO3002
3003,hypothetical protein SCO3003
3004,hypothetical protein SCO3004
3005,preprotein translocase subunit SecA
3006,acetyltransferase
3007,hypothetical protein SCO3007
3008,two-component system response regulator
3009,hypothetical protein SCO3009
3010,hypothetical protein SCO3010
3011,lipoprotein LpqB
3012,two-component system histidine kinase
3013,two-component system response regulator
3014,translation initiation factor
3015,hypothetical protein SCO3015
3016,hypothetical protein SCO3016
3017,hypothetical protein SCO3017
3018,regulatory protein
3019,lipoprotein
3020,hypothetical protein SCO3020
3021,hypothetical protein SCO3021
3022,hypothetical protein SCO3022
3023,S-adenosyl-L-homocysteine hydrolase
3024,transporter
3025,mannose-6-phosphate isomerase
3026,hypothetical protein SCO3026
3027,hypothetical protein SCO3027
3028,phosphomannomutase
3029,L-lactate permease
3030,hypothetical protein SCO3030
3031,hypothetical protein SCO3031
3032,hypothetical protein SCO3032
3033,integral membrane regulatory protein
3034,sporulation regulatory protein
3035,hypothetical protein SCO3035
3036,2-phospho-L-lactate transferase
3037,F420-0--gamma-glutamyl ligase
3038,hypothetical protein SCO3038
3039,nucleotide phosphorylase
3040,hypothetical protein SCO3040
3041,hypothetical protein SCO3041
3042,transcriptional regulator
3043,hypothetical protein SCO3043
3044,hypothetical protein SCO3044
3045,hypothetical protein SCO3045
3046,hypothetical protein SCO3046
3047,hypothetical protein SCO3047
3048,hypothetical protein SCO3048
3049,acyl-CoA hydrolase
3050,hypothetical protein SCO3050
3051,acyl-CoA dehydrogenase
3052,UDP-glucose 6-dehydrogenase
3053,esterase
3054,hypothetical protein SCO3054
3055,hypothetical protein SCO3055
3056,hypothetical protein SCO3056
3057,dipeptidase
3058,dipeptidase
3059,phosphoribosylaminoimidazole carboxylase catalytic subunit PurE
3060,phosphoribosylaminoimidazole carboxylase ATPase subunit
3061,hypothetical protein SCO3061
3062,two-component system histidine kinase
3063,two-component system reponse regulator
3064,peptide transporter
3065,hypothetical protein SCO3065
3066,regulator of Sig15
3067,anti anti sigma factor
3068,RNA polymerase sigma factor
3069,hypothetical protein SCO3069
3070,imidazolonepropionase
3071,N-formimino-L-glutamate deiminase
3072,allantoate amidohydrolase
3073,urocanate hydratase
3074,hypothetical protein SCO3074
3075,transcriptional regulator
3076,hypothetical protein SCO3076
3077,cystathionine beta-synthase
3078,hypothetical protein SCO3078
3079,acetyl-CoA acetyltransferase
3080,hypothetical protein SCO3080
3081,hypothetical protein SCO3081
3082,hypothetical protein SCO3082
3083,hypothetical protein SCO3083
3084,4-hydroxybenzoate 3-monooxygenase
3085,hypothetical protein SCO3085
3086,lipoprotein
3087,
3088,hypothetical protein SCO3088
3089,ABC transporter ATP-binding protein
3090,ABC transporter
3091,cyclopropane-fatty-acyl-phospholipid synthase
3092,oxidoreductase
3093,hydrolase
3094,hypothetical protein SCO3094
3095,hypothetical protein SCO3095
3096,phosphopyruvate hydratase
3097,hypothetical protein SCO3097
3098,hypothetical protein SCO3098
3099,cytochrome P450 hydroxylase
3100,nucleoside triphosphate pyrophosphohydrolase
3101,lipoprotein
3102,protein kinase
3103,hypothetical protein SCO3103
3104,hypothetical protein SCO3104
3105,hypothetical protein SCO3105
3106,lipoprotein
3107,lipoprotein
3108,hypothetical protein SCO3108
3109,transcriptional-repair coupling factor
3110,ABC transporter
3111,ABC transporter ATP-binding protein
3112,"hypothetical protein SCO3112, partial"
3113,"hypothetical protein SCO3113, partial"
3114,hypothetical protein SCO3114
3115,hypothetical protein SCO3115
3116,hypothetical protein SCO3116
3117,hypothetical protein SCO3117
3118,hypothetical protein SCO3118
3119,hypothetical protein SCO3119
3120,hypothetical protein SCO3120
3121,hypothetical protein SCO3121
3122,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
3123,ribose-phosphate pyrophosphokinase
3124,50S ribosomal protein L25/general stress protein Ctc
3125,peptidyl-tRNA hydrolase
3126,hypothetical protein SCO3126
3127,phosphoenolpyruvate carboxylase
3128,fatty acid desaturase (membrane)
3129,TetR family transcriptional regulator
3130,dehydratase
3131,hypothetical protein SCO3131
3132,trans-aconitate 2-methyltransferase
3133,MarR family regulatory protein
3134,two-component system response regulator
3135,acetyltransferase
3136,galactokinase
3137,UDP-glucose 4-epimerase
3138,galactose-1-phosphate uridylyltransferase
3139,sodium:solute symporter
3140,hypothetical protein SCO3140
3141,"hypothetical protein SCO3141, partial"
3142,"hypothetical protein SCO3142, partial"
3143,"hypothetical protein SCO3143, partial"
3144,two-component system response regulator
3145,hypothetical protein SCO3145
3146,hypothetical protein SCO3146
3147,ABC transporter ATP-binding protein
3148,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
3149,dimethyladenosine transferase
3150,"hypothetical protein SCO3150, partial"
3151,hypothetical protein SCO3151
3152,hypothetical protein SCO3152
3153,hypothetical protein SCO3153
3154,hypothetical protein SCO3154
3155,hypothetical protein SCO3155
3156,penicillin-binding protein
3157,penicillin-binding protein
3158,hypothetical protein SCO3158
3159,hypothetical protein SCO3159
3160,integral membrane transport protein
3161,ABC transporter ATP-binding protein
3162,esterase
3163,hypothetical protein SCO3163
3164,hypothetical protein SCO3164
3165,hypothetical protein SCO3165
3166,membrane transport protein
3167,TetR family transcriptional regulator
3168,protease
3169,hypothetical protein SCO3169
3170,short chain dehydrogenase
3171,hydrolase
3172,monooxygenase
3173,MerR family transcriptional regulator
3174,exodeoxyribonuclease
3175,acetyltransferase
3176,hypothetical protein SCO3176
3177,hypothetical protein SCO3177
3178,
3179,molybdenum cofactor biosynthesis protein
3180,molybdenum cofactor biosynthesis protein MoaC
3181,molybdopterin biosynthesis protein
3182,UTP-glucose-1-phosphate uridylyltransferase
3183,hypothetical protein SCO3183
3184,"penicillin acylase, partial"
3185,potassium/proton antiporter
3186,ABC transporter
3187,hypothetical protein SCO3187
3188,5\'-methylthioadenosine phosphorylase
3189,hypothetical protein SCO3189
3190,mechanosensitive channel
3191,hypothetical protein SCO3191
3192,hypothetical protein SCO3192
3193,hypothetical protein SCO3193
3194,lipoprotein
3195,hypothetical protein SCO3195
3196,fructose-specific permease
3197,1-phosphofructokinase
3198,DeoR family transcriptional regulator
3199,transmembrane efflux protein
3200,DeoR family transcriptional regulator
3201,TetR family transcriptional regulator
3202,RNA polymerase principal sigma factor
3203,phosphinothricin acetyltransferase
3204,hypothetical protein SCO3204
3205,MarR family transcriptional regulator
3206,transmembrane efflux protein
3207,"TetR family transcriptional regulator, partial"
3208,hypothetical protein SCO3208
3209,transcriptional regulator
3210,2-dehydro-3-deoxyheptonate aldolase
3211,indoleglycerol phosphate synthase
3212,anthranilate phosphoribotransferase
3213,anthranilate synthase component II
3214,anthranilate synthase component I
3215,hypothetical protein SCO3215
3216,integral membrane ATPase
3217,transcriptional regulator
3218,hypothetical protein SCO3218
3219,lipase
3220,hypothetical protein SCO3220
3221,prephenate dehydrogenase
3222,hypothetical protein SCO3222
3223,ABC transporter
3224,ABC transporter ATP-binding protein
3225,two component sensor kinase
3226,two component system response regulator
3227,"aminotransferase, partial"
3228,glycolate oxidase
3229,4-hydroxyphenylpyruvic acid dioxygenase
3230,CDA peptide synthetase I
3231,CDA peptide synthetase II
3232,"CDA peptide synthetase III, partial"
3233,hydrolase
3234,phosphotransferase
3235,ABC transporter
3236,oxygenase
3237,hypothetical protein SCO3237
3238,hypothetical protein SCO3238
3239,hypothetical protein SCO3239
3240,hypothetical protein SCO3240
3241,hypothetical protein SCO3241
3242,puitative transferase
3243,myo-inositol phosphate synthase
3244,hypothetical protein SCO3244
3245,salicylate hydroxylase
3246,3-oxoacyl-ACP synthase
3247,acyl CoA oxidase
3248,3-oxoacyl-ACP synthase
3249,acyl carrier protein
3250,integrase
3251,"excisionase, partial"
3252,replication initiator protein
3253,SpdD protein
3254,SpdC protein
3255,SpdB protein
3256,SpdA protein
3257,plasmid transfer protein
3258,regulatory protein
3259,"korSA, regulatory protein"
3260,MutT-like protein
3261,ATP-binding protein
3262,hypothetical protein SCO3262
3263,hypothetical protein SCO3263
3264,GntR family transcriptional regulator
3265,hypothetical protein SCO3265
3266,hypothetical protein SCO3266
3267,hypothetical protein SCO3267
3268,hypothetical protein SCO3268
3269,GntR family transcriptional regulator
3270,hypothetical protein SCO3270
3271,dehydrogenase
3272,DNA-binding protein
3273,hypothetical protein SCO3273
3274,hypothetical protein SCO3274
3275,MerR family transcriptional regulator
3276,integral membrane transporter
3277,phosphotransferase
3278,hypothetical protein SCO3278
3279,integral membrane efflux protein
3280,hypothetical protein SCO3280
3281,hypothetical protein SCO3281
3282,precorrin-8X methylmutase
3283,cobalt-precorrin-6x reductase
3284,"hypothetical protein SCO3284, partial"
3285,large glycine/alanine rich protein
3286,hypothetical protein SCO3286
3287,serine/arginine rich protein
3288,hypothetical protein SCO3288
3289,large membrane protein
3290,hypothetical protein SCO3290
3291,regulatory protein
3292,hypothetical protein SCO3292
3293,small integral membrane protein
3294,transferase
3295,oxidoreductase
3296,oxidoreductase
3297,hypothetical protein SCO3297
3298,oxidoreductase
3299,hypothetical protein SCO3299
3300,hypothetical protein SCO3300
3301,hypothetical protein SCO3301
3302,hypothetical protein SCO3302
3303,lysyl-tRNA synthetase
3304,arginyl-tRNA synthetase
3305,hypothetical protein SCO3305
3306,aminotransferase
3307,hypothetical protein SCO3307
3308,DNA-binding protein
3309,hypothetical protein SCO3309
3310,hypothetical protein SCO3310
3311,delta-aminolevulinic acid dehydratase
3312,hypothetical protein SCO3312
3313,hypothetical protein SCO3313
3314,dehydrogenase
3315,transcriptional regulator
3316,dehydrogenase
3317,uroporphyrin-III C-methyltransferase/uroporphyrinogen-III synthase
3318,porphobilinogen deaminase
3319,glutamyl-tRNA reductase
3320,redox-sensing transcriptional repressor Rex
3321,redoxin
3322,hypothetical protein SCO3322
3323,RNA polymerase sigma factor
3324,hypothetical protein SCO3324
3325,hypothetical protein SCO3325
3326,epimerase
3327,hypothetical protein SCO3327
3328,hypothetical protein SCO3328
3329,hypothetical protein SCO3329
3330,acetoin utilization protein
3331,transmembrane transport protein
3332,hypothetical protein SCO3332
3333,hydrolase
3334,tryptophanyl-tRNA synthetase
3335,AraC family transcription regulator
3336,hydrolase
3337,pyrroline-5-carboxylate reductase
3338,hypothetical protein SCO3338
3339,ABC transporter ATP-binding protein
3340,hypothetical protein SCO3340
3341,hypothetical protein SCO3341
3342,glycine-rich hypothetical protein
3343,hypothetical protein SCO3343
3344,Ser/Thr protein kinase
3345,dihydroxy-acid dehydratase
3346,transcriptional regulator
3347,hypothetical protein SCO3347
3348,DNA-binding protein
3349,hypothetical protein SCO3349
3350,"hypothetical protein SCO3350, partial"
3351,DNA repair protein RadA
3352,DNA integrity scanning protein DisA
3353,hypothetical protein SCO3353
3354,hypothetical protein SCO3354
3355,adenine glycosylase
3356,ECF sigma factor
3357,hypothetical protein SCO3357
3358,two-component system response regulator
3359,sensory histidine kinase contains hydrophobic membrane spanning regions
3360,hypothetical protein SCO3360
3361,transcription regulator AsnC
3362,hypothetical protein SCO3362
3363,acetyltransferase
3364,hypothetical protein SCO3364
3365,hypothetical protein SCO3365
3366,exporter
3367,TetR family transcriptional regulator
3368,peptidase
3369,large ATP-binding protein
3370,large ATP-binding protein
3371,hypothetical protein SCO3371
3372,large ATP-binding protein
3373,Clp-family ATP-binding protease
3374,hypothetical protein SCO3374
3375,Lsr2-like protein
3376,N-acetylglutamate synthase
3377,hypothetical protein SCO3377
3378,small membrane protein
3379,hypothetical protein SCO3379
3380,pantothenate kinase
3381,nicotinate-nucleotide pyrophosphorylase
3382,L-aspartate oxidase
3383,pantoate--beta-alanine ligase
3384,hypothetical protein SCO3384
3385,L-allo-threonine aldolase
3386,hypothetical protein SCO3386
3387,transcriptional regulator
3388,TmrB-like protein
3389,two component system response regulator
3390,two component sensor kinase
3391,hypothetical protein SCO3391
3392,NADH dehydrogenase subunit NuoD2
3393,hypothetical protein SCO3393
3394,"hypothetical protein SCO3394, partial"
3395,hypothetical protein SCO3395
3396,hypothetical protein SCO3396
3397,integral membrane lysyl-tRNA synthetase
3398,dihydropteroate synthase
3399,hypothetical protein SCO3399
3400,dihydroneopterin aldolase
3401,hydroxymethyldihydropteridine pyrophosphokinase
3402,hypothetical protein SCO3402
3403,GTP cyclohydrolase I
3404,cell division protein FtsH-like protein
3405,hypoxanthine phosphoribosyltransferase
3406,hypothetical protein SCO3406
3407,hypothetical protein SCO3407
3408,hypothetical protein SCO3408
3409,inorganic pyrophosphatase
3410,hypothetical protein SCO3410
3411,hypothetical protein SCO3411
3412,hypothetical protein SCO3412
3413,transcriptional regulator
3414,transcriptional regulator
3415,esterase
3416,glutamate decarboxylase
3417,ABC transporter
3418,ABC transporter ATP-binding protein
3419,hypothetical protein SCO3419
3420,aldehyde dehydrogenase
3421,hypothetical protein SCO3421
3422,hypothetical protein SCO3422
3423,regulator
3424,regulator
3425,30S ribosomal protein S18
3426,hypothetical protein SCO3426
3427,50S ribosomal protein L31
3428,50S ribosomal protein L33
3429,50S ribosomal protein L28
3430,30S ribosomal protein S14
3431,hypothetical protein SCO3431
3432,hypothetical protein SCO3432
