#Replicon Name,Replicon Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,COG(s),Protein name
chr,NC_003888.3,1651070,1651630,+,1096968,-,SCO1542,NP_625821.1,186,-,hypothetical protein SCO1542
chr,NC_003888.3,1652074,1652535,-,1096969,-,SCO1543,NP_625822.1,153,-,hypothetical protein SCO1543
chr,NC_003888.3,1652664,1653251,+,1096970,-,SCO1544,NP_625823.1,195,-,hypothetical protein SCO1544
chr,NC_003888.3,1653340,1654167,-,1096971,-,SCO1545,NP_733537.1,275,-,acetyltransferase
chr,NC_003888.3,1654295,1655116,-,1096972,-,SCO1546,NP_625824.1,273,-,aminotransferase
chr,NC_003888.3,1655113,1656174,-,1096973,-,SCO1547,NP_625825.1,353,-,anthranilate synthase
chr,NC_003888.3,1656870,1657130,-,1096979,-,SCO1548,NP_625826.1,86,-,hypothetical protein SCO1548
chr,NC_003888.3,1657259,1658197,-,1096980,-,SCO1549,NP_625827.1,312,-,hypothetical protein SCO1549
chr,NC_003888.3,1658389,1658571,-,1096981,-,SCO1550,NP_625828.1,60,-,small membrane protein
chr,NC_003888.3,1659144,1660625,+,1096982,-,SCO1551,NP_625829.1,493,-,protein kinase
chr,NC_003888.3,1660653,1661471,-,1096983,-,SCO1552,NP_625830.1,272,-,rRNA methylase
chr,NC_003888.3,1661473,1662705,-,1096984,-,SCO1553,NP_625831.1,410,-,uroporphyrin-III methyltransferase
chr,NC_003888.3,1662892,1666530,-,1096985,-,SCO1554,NP_625832.1,1212,-,nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase
chr,NC_003888.3,1666903,1668129,-,1096986,-,SCO1555,NP_625833.1,408,-,methyltransferase
chr,NC_003888.3,1668247,1668945,-,1096987,-,SCO1556,NP_625834.1,232,-,acetyltransferase
chr,NC_003888.3,1669056,1669883,-,1096988,-,SCO1557,NP_625835.1,275,-,lipoprotein
chr,NC_003888.3,1669950,1670672,-,1096989,-,SCO1558,NP_625836.1,240,-,ABC transporter permease
chr,NC_003888.3,1670684,1671790,-,1096990,-,SCO1559,NP_625837.1,368,-,ABC transporter ATP-binding protein
chr,NC_003888.3,1672166,1672816,-,1096991,-,SCO1560,NP_625838.1,216,-,phosphatase
chr,NC_003888.3,1672877,1673236,+,1096992,-,SCO1561,NP_625839.1,119,-,hypothetical protein SCO1561
chr,NC_003888.3,1673238,1673654,+,1096993,-,SCO1562,NP_625840.1,138,-,hypothetical protein SCO1562
chr,NC_003888.3,1673718,1674203,-,1096994,-,SCO1563,NP_625841.1,161,-,acetyltransferase
chr,NC_003888.3,1674273,1674773,-,1096995,-,SCO1564,NP_625842.1,166,-,RNA polymerase sigma factor
chr,NC_003888.3,1674848,1676026,-,1096996,-,SCO1565,NP_733538.1,392,-,glycerophosphoryl diester phosphodiesterase
chr,NC_003888.3,1676402,1677073,+,1096997,-,SCO1566,NP_625843.1,223,-,acyltransferase
chr,NC_003888.3,1677149,1678681,-,1096998,-,SCO1567,NP_625844.1,510,-,transmembrane-transport protein
chr,NC_003888.3,1678678,1679247,-,1096999,-,SCO1568,NP_625845.1,189,-,TetR family transcriptional regulator
chr,NC_003888.3,1679335,1680387,-,1097000,-,SCO1569,NP_625846.1,350,-,oxidoreductase
chr,NC_003888.3,1680432,1681859,-,1097001,-,SCO1570,NP_625847.1,475,-,argininosuccinate lyase
chr,NC_003888.3,1681979,1682566,+,1097002,-,SCO1571,NP_625848.1,195,-,hypothetical protein SCO1571
chr,NC_003888.3,1682570,1683286,+,1097003,-,SCO1572,NP_625849.1,238,-,hypothetical protein SCO1572
chr,NC_003888.3,1683419,1684756,+,1097004,-,SCO1573,NP_625850.1,445,-,oxidoreductase membrane protein
chr,NC_003888.3,1684919,1685587,+,1097005,-,SCO1574,NP_625851.1,222,-,hypothetical protein SCO1574
chr,NC_003888.3,1685643,1686383,+,1097006,-,SCO1575,NP_625852.1,246,-,thiamine biosynthesis lipoprotein
chr,NC_003888.3,1686616,1687155,-,1097007,-,SCO1576,NP_625853.1,179,-,arginine repressor
chr,NC_003888.3,1687163,1688371,-,1097008,argD,SCO1577,NP_625854.1,402,-,acetylornithine aminotransferase
chr,NC_003888.3,1688368,1689288,-,1097009,-,SCO1578,NP_625855.1,306,-,acetylglutamate kinase
chr,NC_003888.3,1689285,1690436,-,1097010,argJ,SCO1579,NP_733539.1,383,-,bifunctional ornithine acetyltransferase/N-acetylglutamate synthase
chr,NC_003888.3,1690433,1691461,-,1097011,argC,SCO1580,NP_625856.1,342,-,N-acetyl-gamma-glutamyl-phosphate reductase
chr,NC_003888.3,1691495,1692058,+,1097012,-,SCO1581,NP_625857.1,187,-,hypothetical protein SCO1581
chr,NC_003888.3,1692048,1692572,-,1097013,-,SCO1582,NP_625858.1,174,-,ATP/GTP binding protein
chr,NC_003888.3,1692635,1695109,-,1097014,-,SCO1583,NP_625859.1,824,-,arabinosidase
chr,NC_003888.3,1695246,1695704,+,1097015,-,SCO1584,NP_625860.1,152,-,hypothetical protein SCO1584
chr,NC_003888.3,1695667,1696287,-,1097016,-,SCO1585,NP_625861.1,206,-,hypothetical protein SCO1585
chr,NC_003888.3,1696361,1696801,-,1097017,-,SCO1586,NP_625862.1,146,-,hypothetical protein SCO1586
chr,NC_003888.3,1696856,1698298,-,1097018,-,SCO1587,NP_625863.1,480,-,transcriptional regulator
chr,NC_003888.3,1698333,1699295,+,1097019,-,SCO1588,NP_625864.1,320,-,hypothetical protein SCO1588
chr,NC_003888.3,1699336,1699530,+,1097020,-,SCO1589,NP_625865.1,64,-,hypothetical protein SCO1589
chr,NC_003888.3,1699562,1700806,-,1097021,-,SCO1590,NP_625866.1,414,-,hypothetical protein SCO1590
chr,NC_003888.3,1700944,1701855,+,1097022,-,SCO1591,NP_625867.1,303,-,3-hydroxybutyryl-CoA dehydrogenase
chr,NC_003888.3,1701846,1702388,-,1097023,-,SCO1592,NP_625868.1,180,-,hypothetical protein SCO1592
chr,NC_003888.3,1702516,1703856,-,1097024,-,SCO1593,NP_625869.1,446,-,transcriptional regulator
chr,NC_003888.3,1704284,1706806,-,1097025,pheT,SCO1594,NP_625870.1,840,-,phenylalanyl-tRNA synthetase subunit beta
chr,NC_003888.3,1706806,1707882,-,1097026,pheS,SCO1595,NP_625871.2,358,-,phenylalanyl-tRNA synthetase subunit alpha
chr,NC_003888.3,1708109,1709248,-,1097027,-,SCO1596,NP_625872.1,379,-,two-component sensor
chr,NC_003888.3,1709299,1710147,-,1097028,-,SCO1597,NP_625873.1,282,-,rRNA methylase
chr,NC_003888.3,1710331,1710714,-,1097029,rplT,SCO1598,NP_625874.1,127,-,50S ribosomal protein L20
chr,NC_003888.3,1710812,1711006,-,1097030,rpmI,SCO1599,NP_625875.1,64,-,50S ribosomal protein L35
chr,NC_003888.3,1711121,1711774,-,1097031,infC,SCO1600,NP_625876.1,217,-,translation initiation factor IF-3
chr,NC_003888.3,1712158,1712523,+,1097032,-,SCO1601,NP_625877.1,121,-,hypothetical protein SCO1601
chr,NC_003888.3,1712548,1713279,-,1097033,-,SCO1602,NP_625878.1,243,-,hypothetical protein SCO1602
chr,NC_003888.3,1713855,1715099,+,1097034,-,SCO1603,NP_625879.1,414,-,transposase
chr,NC_003888.3,1715151,1715678,-,1097035,-,SCO1604,NP_625880.1,175,-,hypothetical protein SCO1604
chr,NC_003888.3,1715196,1715549,+,1097036,-,SCO1605,NP_625881.1,117,-,hypothetical protein SCO1605
chr,NC_003888.3,1715926,1716894,+,1097037,-,SCO1606,NP_625882.1,322,-,hypothetical protein SCO1606
chr,NC_003888.3,1716909,1718090,-,1097038,-,SCO1607,NP_625883.1,393,-,serine protease membrane protein
chr,NC_003888.3,1718087,1718800,-,1097039,-,SCO1608,NP_625884.1,237,-,hypothetical protein SCO1608
chr,NC_003888.3,1720261,1721469,+,1097040,-,SCO1609,NP_625885.1,402,-,hypothetical protein SCO1609
chr,NC_003888.3,1721502,1722461,-,1097041,-,SCO1610,NP_625886.1,319,-,hypothetical protein SCO1610
chr,NC_003888.3,1722499,1723281,-,1097042,-,SCO1611,NP_625887.1,260,-,short chain dehydrogenase
chr,NC_003888.3,1723278,1724729,-,1097043,-,SCO1612,NP_625888.1,483,-,aldehyde dehydrogenase
chr,NC_003888.3,1724726,1726114,-,1097044,-,SCO1613,NP_625889.1,462,-,glutamine synthetase
chr,NC_003888.3,1726192,1726902,+,1097045,-,SCO1614,NP_625890.1,236,-,transcriptional regulator
chr,NC_003888.3,1726978,1727706,+,1097046,-,SCO1615,NP_625891.1,242,-,hypothetical protein SCO1615
chr,NC_003888.3,1728427,1729404,-,1097047,-,SCO1616,NP_625892.1,325,-,transcriptional regulator
chr,NC_003888.3,1729475,1730659,+,1097048,-,SCO1617,NP_625893.1,394,-,hypothetical protein SCO1617
chr,NC_003888.3,1730586,1731305,-,1097049,-,SCO1618,NP_733540.1,239,-,"hypothetical protein SCO1618, partial"
chr,NC_003888.3,1731316,1731885,-,1097050,-,SCO1619,NP_625894.1,189,-,regulatory protein
chr,NC_003888.3,1732259,1734874,-,1097051,-,SCO1620,NP_625895.1,871,-,glycine/betaine ABC transporter permease
chr,NC_003888.3,1734867,1735961,-,1097052,-,SCO1621,NP_625896.1,364,-,glycine/betaine transport ATP-binding protein
chr,NC_003888.3,1736156,1737061,+,1097053,-,SCO1622,NP_625897.1,301,-,5\'-3\' exonuclease
chr,NC_003888.3,1737167,1738009,+,1097054,-,SCO1623,NP_625898.1,280,-,hypothetical protein SCO1623
chr,NC_003888.3,1738408,1738998,-,1097055,-,SCO1624,NP_625899.1,196,-,acetyltransferase
chr,NC_003888.3,1739097,1740071,+,1097056,-,SCO1625,NP_625900.1,324,-,ribosomal pseudouridine synthase
chr,NC_003888.3,1740065,1741561,-,1097057,-,SCO1626,NP_625901.1,498,-,cytochrome P450
chr,NC_003888.3,1741637,1742167,-,1097058,-,SCO1627,NP_625902.1,176,-,ATP-GTP binding protein
chr,NC_003888.3,1742238,1742654,-,1097059,-,SCO1628,NP_625903.1,138,-,hypothetical protein SCO1628
chr,NC_003888.3,1742651,1743058,-,1097060,-,SCO1629,NP_625904.1,135,-,hypothetical protein SCO1629
chr,NC_003888.3,1743055,1744680,-,1097061,-,SCO1630,NP_625905.1,541,-,hypothetical protein SCO1630
chr,NC_003888.3,1745083,1747935,-,1097062,-,SCO1631,NP_625906.1,950,-,helicase
chr,NC_003888.3,1748003,1748953,-,1097063,-,SCO1632,NP_625907.1,316,-,hypothetical protein SCO1632
chr,NC_003888.3,1749001,1749288,-,1097064,tatA,SCO1633,NP_625908.1,95,-,twin arginine translocase A
chr,NC_003888.3,1749565,1749759,-,1097065,-,SCO1634,NP_625909.1,64,-,small membrane protein
chr,NC_003888.3,1749770,1750081,-,1097066,-,SCO1635,NP_625910.1,103,-,hypothetical protein SCO1635
chr,NC_003888.3,1750078,1751160,-,1097067,-,SCO1636,NP_625911.1,360,-,hypothetical protein SCO1636
chr,NC_003888.3,1751179,1752132,-,1097068,-,SCO1637,NP_625912.1,317,-,hypothetical protein SCO1637
chr,NC_003888.3,1752270,1752641,-,1097069,-,SCO1638,NP_625913.1,123,-,peptidyl-prolyl cis-trans isomerase
chr,NC_003888.3,1752701,1753708,-,1097070,-,SCO1639,NP_625914.1,335,-,peptidyl-prolyl cis-trans isomerase
chr,NC_003888.3,1753890,1755251,-,1097071,-,SCO1640,NP_625915.1,453,-,hypothetical protein SCO1640
chr,NC_003888.3,1755261,1756478,-,1097072,-,SCO1641,NP_625916.1,405,-,transporter
chr,NC_003888.3,1756582,1757634,+,1097073,-,SCO1642,NP_625917.1,350,-,LacI family regulator
chr,NC_003888.3,1757649,1758413,-,1097074,-,SCO1643,NP_625918.1,254,-,20S proteasome alpha-subunit
chr,NC_003888.3,1758475,1759320,-,1097075,-,SCO1644,NP_625919.1,281,-,20S proteasome subunit beta
chr,NC_003888.3,1759272,1759865,-,1097076,-,SCO1645,NP_625920.1,197,-,hypothetical protein SCO1645
chr,NC_003888.3,1759899,1760117,-,1097077,-,SCO1646,NP_625921.1,72,-,hypothetical protein SCO1646
chr,NC_003888.3,1760296,1761789,-,1097078,-,SCO1647,NP_625922.1,497,-,hypothetical protein SCO1647
chr,NC_003888.3,1762040,1763806,-,1097079,-,SCO1648,NP_625923.1,588,-,ATPase AAA
chr,NC_003888.3,1764052,1764357,+,1097080,-,SCO1649,NP_625924.1,101,-,ferredoxin
chr,NC_003888.3,1764432,1765022,-,1097081,-,SCO1650,NP_625925.1,196,-,hypothetical protein SCO1650
chr,NC_003888.3,1765257,1766159,-,1097082,-,SCO1651,NP_625926.1,300,-,hypothetical protein SCO1651
chr,NC_003888.3,1766287,1767411,-,1097083,-,SCO1652,NP_625927.1,374,-,hypothetical protein SCO1652
chr,NC_003888.3,1768285,1769139,+,1097084,-,SCO1653,NP_625928.1,284,-,hypothetical protein SCO1653
chr,NC_003888.3,1769156,1769827,+,1097085,-,SCO1654,NP_625929.1,223,-,two-component response regulator
chr,NC_003888.3,1769946,1771550,-,1097086,-,SCO1655,NP_625930.1,534,-,lipoprotein oligopeptide binding protein
chr,NC_003888.3,1771994,1772695,-,1097087,-,SCO1656,NP_625931.1,233,-,hydrolase
chr,NC_003888.3,1772821,1776333,-,1097088,-,SCO1657,NP_625932.1,1170,-,methionine synthase
chr,NC_003888.3,1776737,1777501,+,1097089,-,SCO1658,NP_625933.1,254,-,glycerol operon regulatory protein
chr,NC_003888.3,1777840,1778634,+,1097090,-,SCO1659,NP_625934.1,264,-,glycerol uptake facilitator protein
chr,NC_003888.3,1778726,1780264,+,1097091,-,SCO1660,NP_625935.1,512,-,glycerol kinase
chr,NC_003888.3,1780273,1781889,+,1097092,-,SCO1661,NP_625936.1,538,-,glycerol-3-phosphate dehydrogenase
chr,NC_003888.3,1782041,1783042,+,1097093,-,SCO1662,NP_625937.1,333,-,hypothetical protein SCO1662
chr,NC_003888.3,1783107,1784336,-,1097094,cysS,SCO1663,NP_625938.1,409,-,cysteinyl-tRNA synthetase
chr,NC_003888.3,1784440,1785237,-,1097095,-,SCO1664,NP_625939.1,265,-,hypothetical protein SCO1664
chr,NC_003888.3,1785234,1785824,-,1097096,-,SCO1665,NP_625940.1,196,-,hypothetical protein SCO1665
chr,NC_003888.3,1785910,1786596,-,1097097,-,SCO1666,NP_625941.1,228,-,phosphatase
chr,NC_003888.3,1786649,1787653,+,1097098,-,SCO1667,NP_625942.1,334,-,ion transport protein
chr,NC_003888.3,1787668,1788456,-,1097099,-,SCO1668,NP_625943.1,262,-,hypothetical protein SCO1668
chr,NC_003888.3,1788693,1789748,-,1097100,-,SCO1669,NP_625944.1,351,-,ATP/GTP-binding protein
chr,NC_003888.3,1789862,1790848,+,1097101,-,SCO1670,NP_625945.1,328,-,oxidoreductase
chr,NC_003888.3,1790845,1793163,+,1097102,-,SCO1671,NP_625946.1,772,-,hypothetical protein SCO1671
chr,NC_003888.3,1793226,1794029,-,1097103,-,SCO1672,NP_625947.1,267,-,hypothetical protein SCO1672
chr,NC_003888.3,1794077,1794265,+,1097104,-,SCO1673,NP_625948.1,62,-,hypothetical protein SCO1673
chr,NC_003888.3,1794330,1795109,-,1097105,-,SCO1674,NP_625949.1,259,-,hypothetical protein SCO1674
chr,NC_003888.3,1795289,1795522,-,1097106,-,SCO1675,NP_625950.1,77,-,small membrane protein
chr,NC_003888.3,1795655,1796992,-,1097107,-,SCO1676,NP_625951.1,445,-,hypothetical protein SCO1676
chr,NC_003888.3,1797321,1797695,+,1097108,-,SCO1677,NP_625952.1,124,-,hypothetical protein SCO1677
chr,NC_003888.3,1797723,1798424,-,1097109,-,SCO1678,NP_625953.1,233,-,transcriptional regulator
chr,NC_003888.3,1798561,1799088,+,1097110,-,SCO1679,NP_625954.1,175,-,gluconokinase
chr,NC_003888.3,1799183,1800580,+,1097111,-,SCO1680,NP_733541.1,465,-,"gluconate permease, partial"
chr,NC_003888.3,1800620,1801381,+,1097112,-,SCO1681,NP_625955.1,253,-,gluconate dehydrogenase
chr,NC_003888.3,1801378,1802454,+,1097113,-,SCO1682,NP_625956.1,358,-,zinc-binding alcohol dehydrogenase
chr,NC_003888.3,1802529,1804067,-,1097114,-,SCO1683,NP_625957.1,512,-,amino acid permease
chr,NC_003888.3,1804126,1805142,-,1097115,-,SCO1684,NP_625958.1,338,-,hypothetical protein SCO1684
chr,NC_003888.3,1805384,1806277,+,1097116,-,SCO1685,NP_625959.1,297,-,hypothetical protein SCO1685
chr,NC_003888.3,1806297,1806842,+,1097117,-,SCO1686,NP_625960.1,181,-,NTP pyrophosphohydrolase
chr,NC_003888.3,1807505,1807897,+,1097118,-,SCO1687,NP_625961.1,130,-,hypothetical protein SCO1687
chr,NC_003888.3,1807900,1808241,+,1097119,-,SCO1688,NP_625962.1,113,-,hypothetical protein SCO1688
chr,NC_003888.3,1808375,1809400,+,1097120,-,SCO1689,NP_625963.1,341,-,phosphotransferase
chr,NC_003888.3,1809406,1810620,+,1097121,-,SCO1690,NP_625964.1,404,-,acyl-CoA dehydrogenase
chr,NC_003888.3,1810631,1811386,-,1097122,-,SCO1691,NP_625965.1,251,-,TetR family transcriptional regulator
chr,NC_003888.3,1811383,1812153,-,1097123,-,SCO1692,NP_625966.1,256,-,oxidoreductase
chr,NC_003888.3,1812259,1813536,-,1097124,-,SCO1693,NP_625967.1,425,-,hypothetical protein SCO1693
chr,NC_003888.3,1813616,1816297,-,1097125,-,SCO1694,NP_625968.1,893,-,penicillin acylase
chr,NC_003888.3,1816646,1817248,+,1097126,-,SCO1695,NP_625969.1,200,-,hypothetical protein SCO1695
chr,NC_003888.3,1817349,1818083,+,1097127,-,SCO1696,NP_625970.1,244,-,hypothetical protein SCO1696
chr,NC_003888.3,1818351,1818878,-,1097128,-,SCO1697,NP_625971.1,175,-,MerR family transcriptional regulator
chr,NC_003888.3,1819009,1819470,+,1097129,-,SCO1698,NP_625972.1,153,-,hypothetical protein SCO1698
chr,NC_003888.3,1819461,1820108,-,1097130,-,SCO1699,NP_625973.1,215,-,transcriptional regulator
chr,NC_003888.3,1820169,1820483,-,1097131,-,SCO1700,NP_625974.1,104,-,hypothetical protein SCO1700
chr,NC_003888.3,1820559,1821710,-,1097132,-,SCO1701,NP_625975.1,383,-,acyl-CoA dehydrogenase
chr,NC_003888.3,1821800,1822441,+,1097133,-,SCO1702,NP_625976.1,213,-,transcriptional regulator
chr,NC_003888.3,1822505,1823218,+,1097134,-,SCO1703,NP_625977.1,237,-,transcriptional regulator
chr,NC_003888.3,1823292,1824266,+,1097135,-,SCO1704,NP_625978.1,324,-,hypothetical protein SCO1704
chr,NC_003888.3,1824517,1825614,-,1097136,-,SCO1705,NP_625979.1,365,-,alcohol dehydrogenase
chr,NC_003888.3,1825638,1827026,-,1097137,-,SCO1706,NP_625980.1,462,-,aldehyde dehydrogenase
chr,NC_003888.3,1827151,1828488,-,1097138,-,SCO1707,NP_625981.1,445,-,"ABC sugar transporter, ATP-binding subunit"
chr,NC_003888.3,1828712,1828912,-,1097139,-,SCO1708,NP_625982.1,66,-,hypothetical protein SCO1708
chr,NC_003888.3,1828915,1830306,-,1097140,-,SCO1709,NP_625983.1,463,-,integral membrane transport protein
chr,NC_003888.3,1830346,1831797,-,1097141,-,SCO1710,NP_625984.1,483,-,integral membrane transport protein
chr,NC_003888.3,1831921,1834164,-,1097142,-,SCO1711,NP_625985.1,747,-,dehydrogenase
chr,NC_003888.3,1834289,1834906,-,1097143,-,SCO1712,NP_733542.1,205,-,"TetR family transcriptional regulator, partial"
chr,NC_003888.3,1834903,1835007,-,1097144,-,SCO1713,NP_625986.1,34,-,hypothetical protein SCO1713
chr,NC_003888.3,1835004,1835573,-,1097145,-,SCO1714,NP_625987.1,189,-,hypothetical protein SCO1714
chr,NC_003888.3,1835784,1837109,+,1097146,-,SCO1715,NP_625988.1,441,-,"homogentisate 1,2-dioxygenase"
chr,NC_003888.3,1837136,1837885,+,1097147,-,SCO1716,NP_625989.1,249,-,GntR family transcriptional regulator
chr,NC_003888.3,1837893,1839068,+,1097148,-,SCO1717,NP_625990.1,391,-,hypothetical protein SCO1717
chr,NC_003888.3,1839094,1839798,-,1097149,-,SCO1718,NP_625991.1,234,-,regulator
chr,NC_003888.3,1839862,1840860,+,1097150,-,SCO1719,NP_625992.1,332,-,ABC transporter ATP-binding protein
chr,NC_003888.3,1840857,1841672,+,1097151,-,SCO1720,NP_625993.1,271,-,ABC-transporter transmembrane protein
chr,NC_003888.3,1841897,1842166,-,1097152,-,SCO1721,NP_625994.1,89,-,hypothetical protein SCO1721
chr,NC_003888.3,1842282,1843034,-,1097153,-,SCO1722,NP_625995.1,250,-,hypothetical protein SCO1722
chr,NC_003888.3,1843031,1843588,-,1097154,-,SCO1723,NP_625996.1,185,-,RNA polymerase sigma factor SigK
chr,NC_003888.3,1843788,1845440,+,1097155,-,SCO1724,NP_625997.1,550,-,Ser/Thr protein kinase
chr,NC_003888.3,1845443,1846249,-,1097156,-,SCO1725,NP_625998.1,268,-,hydrolase
chr,NC_003888.3,1846435,1847529,+,1097157,-,SCO1726,NP_625999.1,364,-,"ATPase, partial"
chr,NC_003888.3,1847564,1848331,+,1097158,-,SCO1727,NP_626000.1,255,-,hypothetical protein SCO1727
chr,NC_003888.3,1848412,1848816,-,1097159,-,SCO1728,NP_626001.1,134,-,GntR family transcriptional regulator
chr,NC_003888.3,1848849,1849775,+,1097160,-,SCO1729,NP_626002.1,308,-,hypothetical protein SCO1729
chr,NC_003888.3,1849756,1850256,+,1097161,-,SCO1730,NP_626003.1,166,-,hypothetical protein SCO1730
chr,NC_003888.3,1850270,1850887,-,1097162,-,SCO1731,NP_626004.1,205,-,hypothetical protein SCO1731
chr,NC_003888.3,1851039,1851173,+,1097163,-,SCO1732,NP_626005.1,44,-,hypothetical protein SCO1732
chr,NC_003888.3,1851199,1851669,-,1097164,-,SCO1733,NP_626006.1,156,-,acetyltransferase
chr,NC_003888.3,1851848,1852918,+,1097165,-,SCO1734,NP_626007.1,356,-,cellulose-binding protein
chr,NC_003888.3,1853026,1853898,-,1097166,-,SCO1735,NP_626008.1,290,-,lipase
chr,NC_003888.3,1854078,1854524,-,1097167,-,SCO1736,NP_626009.1,148,-,MarR family transcriptional regulator
chr,NC_003888.3,1854635,1855009,+,1097168,-,SCO1737,NP_626010.1,124,-,hypothetical protein SCO1737
chr,NC_003888.3,1855022,1855990,-,1097169,-,SCO1738,NP_626011.1,322,-,hypothetical protein SCO1738
chr,NC_003888.3,1855987,1859544,-,1097170,-,SCO1739,NP_626012.1,1185,-,DNA polymerase III subunit alpha
chr,NC_003888.3,1859718,1860782,+,1097171,-,SCO1740,NP_626013.1,354,-,hypothetical protein SCO1740
chr,NC_003888.3,1860897,1861979,-,1097172,-,SCO1741,NP_626014.1,360,-,serine protease
chr,NC_003888.3,1862249,1863169,+,1097173,-,SCO1742,NP_626015.1,306,-,ABC transporter ATP-binding protein
chr,NC_003888.3,1863166,1863885,+,1097174,-,SCO1743,NP_626016.1,239,-,ABC-transporter transmembrane protein
chr,NC_003888.3,1863882,1865048,+,1097175,-,SCO1744,NP_626017.1,388,-,two-component system sensor kinase
chr,NC_003888.3,1865045,1865710,+,1097176,-,SCO1745,NP_626018.1,221,-,two-component system response regulator
chr,NC_003888.3,1865777,1866679,-,1097177,-,SCO1746,NP_626019.1,300,-,serine protease
chr,NC_003888.3,1866887,1867738,-,1097178,-,SCO1747,NP_626020.1,283,-,hypothetical protein SCO1747
chr,NC_003888.3,1867793,1868989,-,1097179,-,SCO1748,NP_733543.1,398,-,"expression regulator, partial"
chr,NC_003888.3,1869279,1869719,+,1097180,-,SCO1749,NP_626021.1,146,-,hypothetical protein SCO1749
chr,NC_003888.3,1869768,1870961,-,1097181,-,SCO1750,NP_626022.1,397,-,acyl CoA dehydrogenase
chr,NC_003888.3,1871317,1872921,-,1097182,-,SCO1751,NP_626023.1,534,-,transmembrane transport protein
chr,NC_003888.3,1873183,1874373,+,1097183,-,SCO1752,NP_626024.1,396,-,hypothetical protein SCO1752
chr,NC_003888.3,1874625,1875647,+,1097184,-,SCO1753,NP_626025.1,340,-,hypothetical protein SCO1753
chr,NC_003888.3,1875760,1875975,-,1097185,-,SCO1754,NP_626026.1,71,-,hypothetical protein SCO1754
chr,NC_003888.3,1876319,1877167,-,1097186,-,SCO1755,NP_626027.1,282,-,hypothetical protein SCO1755
chr,NC_003888.3,1877577,1878374,+,1097187,-,SCO1756,NP_626028.1,265,-,hypothetical protein SCO1756
chr,NC_003888.3,1878448,1878741,+,1097188,-,SCO1757,NP_626029.1,97,-,hypothetical protein SCO1757
chr,NC_003888.3,1878820,1880298,-,1097189,engA,SCO1758,NP_626030.1,492,-,GTP-binding protein EngA
chr,NC_003888.3,1880373,1881035,-,1097190,-,SCO1759,NP_626031.1,220,-,transferase
